Pico001,1000000,Long Corporation,6290000,https://pico.vn/41046/may-giat-toshiba-8-kg-awk905dvsg--mau-ghi.html,WashingMachine,human
Pico00366,Laptop HP Pavilion P14-ce2034TU ( 6YZ17PA) Core i3-8145U Silver,HP,12899000,https://pico.vn/39976/mtxt-hp-pavilion-p14ce2034tu--i38145u4gb1tb14-fhdwin10silver1yrpart-6yz17pa.html,Laptop,Silver,14'
Pico00367,Laptop HP Pavilion x360 14-cd1018TU (5HV88PA) Core i3-8145U Vàng,HP,13299000,https://pico.vn/39968/laptop-hp-pavilion-x360-14cd1018tu-i38145u4gb1tb140hd-touch-penvangw10sl5hv88pa.html,Laptop,Yellow,14'
Pico00368,Laptop Dell Inspiron 3481-030CX1 Core i3-7020U,Dell,11399000,https://pico.vn/39960/laptop-dell-inspiron-3481030cx1--i37020u4gb1tb140hdbacw10slpresup1y.html,Laptop,no color,14'
Pico00369,Laptop Dell Inspiron N5584Y-P85F001 Core i7-8565U,Dell,24599000,https://pico.vn/39959/mtxt-dell-inspiron-n5584yp85f001-i78565u8gb128gbssd-1tb156-fhdwin-10vga-4gb1yrsilver.html,Laptop,Silver,14'
Pico00370,Laptop Dell Vostro V3580-T3RMD1 Core i5-8265U,Dell,14499000,https://pico.vn/39952/laptop-dell-vostro-v3580t3rmd1-i58265u4gb1tbdvdrw156fhdfpdenw10slprosup1y.html,Laptop,no color,14'
Pico00371,Laptop Dell Inspiron N3581-N5I3150W-B Core I3-7020U,Dell,12499000,https://pico.vn/39951/mtxt-dell-inspiron-n3581--i37020u4gb1tbvga-2gb156-fhdpartn5i3150wb1y.html,Laptop,no color,14'
Pico00372,Laptop HP Pavilion 14-ce2039TU (6YZ15PA) Core i5-8265U Silver,HP,14499000,https://pico.vn/39948/mtxt-hp-pavilion-14ce2039tu--i58265u4gb1tb14-fhdwin10silver1yrpart-6yz15pa.html,Laptop,Silver,14'
Pico00373,Laptop Lenovo IdeaPad S340-81N800EVVN Core i3-8145U Grey,Lenovo,12999000,https://pico.vn/39926/mtxt--lenovo-ideapad-s34081n800evvn--i38145u4gb256gb156-fhdwin-10-hplatinum-grey-1yr.html,Laptop,Grey,14'
Pico00375,Điện Thoại Nokia 800 TA-1189 ,Nokia,2490000,https://pico.vn/40390/dien-thoai-di-dong-nokia-800-ta1189-ds-vn-black.html,MobilePhone,Black
Pico00376,Điện Thoại Realme 5 (3/64GB) Pha lê Tím,Realme,3130000,https://pico.vn/40386/dien-thoai-di-dong-realme-rmx1919-364gb--realme-5-pha-le-tim.html,MobilePhone,Purple
Pico00377,Điện Thoại Oppo A5 2020 128G Trắng,Oppo,4490000,https://pico.vn/40385/dien-thoai-di-dong-oppo-cph1933---a5-2020-128g-trang.html,MobilePhone,White
Pico00378,Điện Thoại Realme 5 Pro (4/128GB ) Xanh đại dương,Realme,4990000,https://pico.vn/40372/dien-thoai-di-dong-realme-rmx1971-4128gb--realme-5-pro-xanh-dai-duong.html,MobilePhone,Blue
Pico00379,Điện Thoại Realme 5 (3/64GB) Pha lê Xanh,Realme,3130000,https://pico.vn/40371/dien-thoai-di-dong-realme-rmx1919-364gb--realme-5-pha-le-xanh.html,MobilePhone,Blue
Pico00380,Điện Thoại Di Động Nokia 105 TA-1203 SS VN Pink 1 Sim,Nokia,349000,https://pico.vn/40366/dien-thoai-di-dong-nokia-105-ta1203-ss-vn-pink1-sim.html,MobilePhone,Pink
Pico00381,Điện Thoại Nokia 7.2 Màu Đen,Nokia,4590000,https://pico.vn/40323/dien-thoai-di-dong-nokia-72-ta1196-ds-464-vn-charcoalmau-den.html,MobilePhone,Black
Pico00382,Điện Thoại Oppo A9 2020 Tím,Oppo,5690000,https://pico.vn/40322/dien-thoai-di-dong-oppo-cph1937---a9-2020-tim.html,MobilePhone,Purple
Pico00383,Điện Thoại Oppo A9 2020 Xanh,Oppo,5690000,https://pico.vn/40321/dien-thoai-di-dong-oppo-cph1937---a9-2020-xanh.html,MobilePhone,Blue
Pico00384,Điện Thoại Samsung Galaxy A30S 64GB Trắng ,Samsung,4990000,https://pico.vn/40275/dien-thoai-di-dong-samsung-a307-64gb-trang--galaxy-a30s.html,MobilePhone,White
Pico00385,Điện Thoại Nokia 2720 4G Đen,Nokia,1990000,https://pico.vn/40233/dien-thoai-di-dong-nokia-2720-4g-ta1170-ds-mau-den.html,MobilePhone,Black
Pico00386,Điện Thoại Samsung Galaxy A30S 64GB Xanh,Samsung,4990000,https://pico.vn/40232/dien-thoai-di-dong-samsung-a307-64gb-xanh--galaxy-a30s.html,MobilePhone,Blue
Pico00387,Điện Thoại Samsung Galaxy A30S 64GB Đen,Samsung,4990000,https://pico.vn/40231/dien-thoai-di-dong-samsung-a307-64gb-den--galaxy-a30s.html,MobilePhone,Black
Pico00388,Điện Thoại Vivo Y12 (3+32GB) Xanh Biển,Vivo,2999000,https://pico.vn/40229/dien-thoai-di-dong-vivo-1904y12-332gb-xanh-bien-aqua-blue-kit-viettel.html,MobilePhone,Blue
Pico00389,Điện Thoại Samsung Galaxy A10S Đỏ,Samsung,3290000,https://pico.vn/40004/dien-thoai-di-dong-samsung-a107-do--galaxy-a10s.html,MobilePhone,Red
Pico00390,Điện Thoại Samsung Galaxy A10S Xanh,Samsung,3290000,https://pico.vn/40003/dien-thoai-di-dong-samsung-a107-xanh--galaxy-a10s.html,MobilePhone,Blue
Pico00391,Điện Thoại Samsung Galaxy A10S Đen,Samsung,3290000,https://pico.vn/40002/dien-thoai-di-dong-samsung-a107-den--galaxy-a10s.html,MobilePhone,Black
Pico00392,Samsung Galaxy Note 10 + Trắng 256GB,Samsung,22990000,https://pico.vn/39971/dien-thoai-di-dong-samsung-n975-trang--galaxy-note-10---256gb.html,MobilePhone,White
Pico00393,Samsung Galaxy Note 10 + Bạc 256GB,Samsung,22990000,https://pico.vn/39970/dien-thoai-di-dong-samsung-n975-bac--galaxy-note-10---256gb.html,MobilePhone,Silver
Pico00394,Samsung Galaxy Note 10 + Đen 256GB,Samsung,22990000,https://pico.vn/39969/dien-thoai-di-dong-samsung-n975-den--galaxy-note-10---256gb.html,MobilePhone,Black
Pico00395,Samsung Galaxy Note 10 256GB Bạc,Samsung,19990000,https://pico.vn/39958/dien-thoai-di-dong-samsung-n970-bac--galaxy-note-10--256gb.html,MobilePhone,Silver
Pico00396,Samsung Galaxy Note 10 256GB Đen,Samsung,19990000,https://pico.vn/39957/dien-thoai-di-dong-samsung-n970-den--galaxy-note-10--256gb.html,MobilePhone,Black
Pico00397,Samsung Galaxy Note 10 256GB Hồng,Samsung,19990000,https://pico.vn/39956/dien-thoai-di-dong-samsung-n970--hong--galaxy-note-10--256gb.html,MobilePhone,Pink
Pico00398,Điện Thoại Di Động Vivo S1 Xanh Ngọc Trai ,Vivo,5390000,https://pico.vn/39946/dien-thoai-di-dong-vivo-1907s1-6128gb-xanh-ngoc-trai-skyline-blue.html,MobilePhone,Blue
Pico00399, iPhone 7 Plus 32GB Gold ,iPhone,12990000,https://pico.vn/39911/dien-thoai-di-dong-apple-iphone-7-plus-32gb-gold-a1784mnqp2.html,MobilePhone,Gold
Pico00400,Điện Thoại Vivo V15 128GB Xanh Ngọc Lam ,Vivo,5490000,https://pico.vn/39863/dien-thoai-di-dong-vivo-1819v15--128gb-xanh-ngoc-lam-topaz-blue.html,MobilePhone,Blue
Pico00401,Điện Thoại Vivo Y91C Đỏ Hoàng Hôn,Vivo,2250000,https://pico.vn/39862/dien-thoai-di-dong-vivo-1820y91c-do-hoang-hon-sunset-red.html,MobilePhone,Red
Pico00402,Điện Thoại Vivo Y91C Đen Huyền Bí,Vivo,2250000,https://pico.vn/39861/dien-thoai-di-dong-vivo-1820y91c-den-huyen-bi-fusion-black.html,MobilePhone,Black
Pico00403,Điện Thoại Nokia 2.2,Nokia,1890000,https://pico.vn/39852/dien-thoai-di-dong-nokia-22-ta1188-ds-216-vn-steelhq5020df57000.html,MobilePhone,no color
Pico00404,Điện Thoại Nokia 2.2 Đen,Nokia,1890000,https://pico.vn/39851/dien-thoai-di-dong-nokia-22-ta1188-ds-216-vn-blackhq5020df56000.html,MobilePhone,Black
Pico00405,Điện Thoại Vivo Y93 (3+32GB) Đen Ánh Sao,Vivo,2790000,https://pico.vn/39847/dien-thoai-di-dong-vivo-1811y93-332gb-den-anh-sao-starry-black.html,MobilePhone,Black
Pico00406,Điện Thoại Vivo Y93 (3+32GB) Xanh Đại Dương,Vivo,2790000,https://pico.vn/39846/dien-thoai-di-dong-vivo-1811y93-332gb-xanh-dai-duong-ocean-blue.html,MobilePhone,Blue
Pico00407,Điện Thoại Samsung Galaxy A80 128GB Đen ,Samsung,10990000,https://pico.vn/39822/dien-thoai-di-dong-samsung-a805-128gb-den--galaxy-a80.html,MobilePhone,Black
Pico00408,Điện Thoại Xiaomi Redmi Note 6 Pro 4GB/64GB Blue ,Xiaomi,4500000,https://pico.vn/39706/dien-thoai-di-dong-xiaomi-redmi-note-6-pro-4gb64gb-blue-eu.html,MobilePhone,Red
Pico00409,Điện Thoại Di Động Oppo A1K Đỏ,Oppo,2490000,https://pico.vn/39636/dien-thoai-di-dong-oppo-cph1923--a1k-mau-do.html,MobilePhone,Red
Pico00410,Điện Thoại Di Động Oppo A1K Đen,Oppo,2490000,https://pico.vn/39635/dien-thoai-di-dong-oppo-cph1923--a1k-mau-den.html,MobilePhone,Black
Pico00411,Điện Thoại Nokia 3.2 TA 3/32GB Black,Nokia,2890000,https://pico.vn/39550/dien-thoai-di-dong-nokia-32-ta1164-ds-332gb-vn-black.html,MobilePhone,Black
Pico00412,Điện Thoại Nokia 3.2 TA 2/16GB Black,Nokia,2190000,https://pico.vn/39549/dien-thoai-di-dong-nokia-32-ta1156-ds-216gb-vn-black.html,MobilePhone,Black
Pico00413,Điện Thoại Xiaomi Redmi Note 7 3GB/32GB Xanh,Xiaomi,3690000,https://pico.vn/39538/dien-thoai-di-dong-redmi-note-7-3gb32gb-xanh.html,MobilePhone,Red
Pico00414,Điện Thoại Xiaomi Redmi Note 7 4GB/64GB Xanh,Xiaomi,4590000,https://pico.vn/39537/dien-thoai-di-dong-redmi-note-7-4gb64gb-xanh.html,MobilePhone,Red
Pico00415,Điện Thoại Xiaomi Redmi Note 7 3GB/32GB Đen,Xiaomi,3690000,https://pico.vn/39531/dien-thoai-di-dong-redmi-note-7-3gb32gb-den.html,MobilePhone,Red
Pico00416,Điện Thoại Xiaomi Redmi Note 7 4GB/64GB Đen,Xiaomi,4590000,https://pico.vn/39530/dien-thoai-di-dong-redmi-note-7-4gb64gb-den.html,MobilePhone,Red
Pico00417,Điện Thoại Oppo A5s Đỏ (3G/32Gb ),Oppo,3290000,https://pico.vn/39526/dien-thoai-di-dong-oppo-cph1912-3g32gb--a5s-do.html,MobilePhone,Red
Pico00418,Điện Thoại Samsung Galaxy A70 128GB Trắng,Samsung,7990000,https://pico.vn/39458/dien-thoai-di-dong-samsung-a705-128gb-trang--galaxy-a70.html,MobilePhone,White
Pico00419,Điện Thoại Samsung Galaxy A70 128GB Xanh,Samsung,7990000,https://pico.vn/39457/dien-thoai-di-dong-samsung-a705-128gb-xanh--galaxy-a70.html,MobilePhone,Blue
Pico00420,Điện Thoại Samsung Galaxy A70 128GB Đen,Samsung,7990000,https://pico.vn/39456/dien-thoai-di-dong-samsung-a705-128gb-den--galaxy-a70.html,MobilePhone,Black
Pico00421,Điện Thoại Oppo F11 Tím,Oppo,4990000,https://pico.vn/39354/dien-thoai-di-dong-oppo-cph1911--f11-tim.html,MobilePhone,Purple
Pico00422,Điện Thoại Di Động Nokia 2.1 Blue Silver,Nokia,1690000,https://pico.vn/39347/dien-thoai-di-dong-nokia-21-ta1080-ds-vn-bluesilver11e2mx21a06.html,MobilePhone,Silver
Pico00423,Điện Thoại Nokia 210 TA-1139 Đỏ,Nokia,780000,https://pico.vn/39344/dien-thoai-di-dong-nokia-210-ta1139-ds-vn-mau-do.html,MobilePhone,Red
Pico00424,Điện Thoại Nokia 210 TA-1139 Xám,Nokia,780000,https://pico.vn/39340/dien-thoai-di-dong-nokia-210-ta1139-ds-vn-mau-xam.html,MobilePhone,Grey
Pico00425,Điện Thoại Nokia 210 TA-1139 Đen,Nokia,780000,https://pico.vn/39339/dien-thoai-di-dong-nokia-210-ta1139-ds-vn-mau-den.html,MobilePhone,Black
Pico00426,Samsung Galaxy S10 Trắng 128 Gb,Samsung,17990000,https://pico.vn/39279/dien-thoai-di-dong-samsung-g973-128gb-trang--galaxy-s10.html,MobilePhone,White
Pico00428,Điện Thoại Samsung S20 128Gb Xám,Samsung,19490000,https://pico.vn/40925/dtdd-samsung-smg980fds-128gb-xams20.html,MobilePhone,Grey
Pico00374,Laptop Asus X507UF-EJ078T Core i5-8250U Xám,Asus,13499000,https://pico.vn/39919/mtxt-asus-x507ufej078t--i58250u4gb1tb156fhdfpxamwin10sl2gbvga2yrs.html,Laptop,Grey,14'
Pico00430,Laptop Asus X407UA-BV438T Core i3-7020U Vàng,Asus,10699000,https://pico.vn/39918/mtxt--asus-x407uabv438t--i37020u4gb256gbssduma14hdwin-10vangfp2yrs.html,Laptop,Yellow,14'
Pico00431,Laptop Asus ROG Strix G G531GD-AL034T Core i7-9750H Đen,Asus,24799000,https://pico.vn/39903/mtxt--asus-gg531gdal034t--i79750h8g512gb-ssdgf-gtx-1050-4gb156--fhdwin-10den2yw.html,Laptop,Black,14'
Pico00432,Laptop Lenovo L340-15IRH (81LK007JVN) Core i7-9750H,Lenovo,19499000,https://pico.vn/39868/mtxt--lenovo-15irh-l34081lk007jvni79750h8gb1tb156-fhdgtx10503gbdosden1yr.html,Laptop,no color,14'
Pico00433,Laptop Lenovo S540-81ND0053VN Core i3-8145U Vàng Đồng,Lenovo,14799000,https://pico.vn/39860/mtxt--lenovo-s54081nd0053vn-i38145u8gb512gbssd14-fhdwin-10-homevang-dong1yr.html,Laptop,Yellow,14'
Pico00434,Laptop Asus A412FA-EK224T Core i5-8265U,Asus,16099000,https://pico.vn/39853/laptop-asus-a412faek224t-i58265u8gb512gbssd14-fhdwin10silver2-yrs.html,Laptop,Silver,14'
Pico00435,Laptop Dell Inspiron 3580 70188451 Core i7-8565U Black,Dell,21699000,https://pico.vn/39845/mtxt-dell-inspiron-3580--i78565u8gb1tb156-fhddvdrwvga2gbwin10black1yr70188451.html,Laptop,Black,14'
Pico00436,Laptop HP Envy 13-AQ0026TU (6ZF38PA) Core i5-8265U Gold,HP,21299000,https://pico.vn/39813/mtxt-hp-envy-13aq0026tu---i58265u-8gb-256gbssd-133-fhd-win-10-gold-1y6zf38pa.html,Laptop,Gold,13'
Pico00437,Laptop Dell Inspiron N3580-70186847 Core i5-8265U,Dell,14699000,https://pico.vn/39791/mtxt-dell-inspiron-3580--i58265u4gb1tb156-fhddvdrwvga2gbwin10silver1yr70186847.html,Laptop,Silver,14'
Pico00438,Laptop HP Pavilion 15-cs2000TU 6KX21PA Core i3-8145U,HP,12899000,https://pico.vn/39786/mtxt--hp-pavilion-15cs2000tu--i38145u4gb1tb156fhdalupxamw10sl6kx21pa.html,Laptop,no color,15'
Pico00439,Laptop Asus X507UA-EJ1016T Intel Pentium 4417 Vàng,Asus,7799000,https://pico.vn/39785/mtxt-asus-x507uaej1016t--intel-44174gb1tb156fhdwin-10vangfp2yrs.html,Laptop,Yellow,14'
Pico00440,Laptop Asus X407MA-BV043T Intel Celeron N4000 Vàng,Asus,6249000,https://pico.vn/39784/mtxt--asus-x407mabv043t--n40004gb1tb-uma14hdwin-10vangfp2yrs.html,Laptop,Yellow,14'
Pico00428,Samsung Galaxy S10 Đen 128 Gb,Samsung,17990000,https://pico.vn/39278/dien-thoai-di-dong-samsung-g973-128gb-den--galaxy-s10.html,MobilePhone,Black
Pico00441,Samsung Galaxy S10 Xanh 128 Gb,Samsung,17990000,https://pico.vn/39256/dien-thoai-di-dong-samsung-g973-128gb-xanh--galaxy-s10.html,MobilePhone,Blue
Pico00442,Samsung Galaxy S10 Plus Đen,Samsung,17990000,https://pico.vn/39255/dien-thoai-di-dong-samsung-g975-128gb-den--galaxy-s10-plus.html,MobilePhone,Black
Pico00443,Samsung Galaxy S10 Plus Xanh,Samsung,17990000,https://pico.vn/39251/dien-thoai-di-dong-samsung-g975-128gb-xanh--galaxy-s10-plus.html,MobilePhone,Blue
Pico00444,Samsung Galaxy S10 Plus Trắng,Samsung,17990000,https://pico.vn/39250/dien-thoai-di-dong-samsung-g975-128gb-trang--galaxy-s10-plus.html,MobilePhone,White
Pico00445,Samsung Galaxy M20 Charcoal Black,Samsung,3590000,https://pico.vn/39184/dien-thoai-di-dong-samsung-m205g-xam--galaxy-m20-charcoal-black.html,MobilePhone,Black
Pico00446, IPhone X 64GB Space Gray ,iPhone,20990000,https://pico.vn/39058/dien-thoai-di-dong-iphone-x-64gb-space-gray-a1901mqac2vna.html,MobilePhone,Grey
Pico00447,IPhone X 64GB Silver MQAD2VN/A,iPhone,20990000,https://pico.vn/39055/dien-thoai-di-dong-iphone-x-64gb-silver-a1901mqad2vna.html,MobilePhone,Silver
Pico00447,Điện Thoại Samsung S20+ 128GB (SM-G985F/DS) Xám,Samsung,21990000,https://pico.vn/40922/dtdd-samsung-smg985fds-128gb-xams20.html,MobilePhone,Grey
Pico00448,Điện Thoại Samsung S20+ 128GB (SM-G985F/DS) Xanh,Samsung,21990000,https://pico.vn/40921/dtdd-samsung-smg985fds-128gb-xanhs20.html,MobilePhone,Blue
Pico00449,Điện Thoại Samsung S20+ 128GB (SM-G985F/DS) Đen,Samsung,21990000,https://pico.vn/40920/dtdd-samsung-smg985fds-128gb-dens20.html,MobilePhone,Black
Pico00450,IPhone 8 Plus 64Gb Space Grey ,iPhone,13490000,https://pico.vn/40918/dien-thoai-di-dong-iphone-8-plus-64gb-space-grey-a1897mq8l2vna.html,MobilePhone,Grey
Pico00451,Điện Thoại Samsung Galaxy A71 128GB Bạc,Samsung,9490000,https://pico.vn/40858/dien-thoai-di-dong-samsung-a715-128gb-bac--galaxy-a71.html,MobilePhone,Silver
Pico00452,Điện Thoại Samsung Galaxy A71 128GB Xanh ,Samsung,9490000,https://pico.vn/40782/dien-thoai-di-dong-samsung-a715-128gb-xanh--galaxy-a71.html,MobilePhone,Blue
Pico00453,Điện Thoại Samsung Galaxy A71 128GB Đen ,Samsung,9490000,https://pico.vn/40781/dien-thoai-di-dong-samsung-a715-128gb-den--galaxy-a71.html,MobilePhone,Black
Pico00454,Điện Thoại Di Động Vivo U10 (4+64GB) Xanh Huỳnh Quang ,Vivo,3690000,https://pico.vn/40779/dien-thoai-di-dong-vivo-1916u10-464gb-xanh-huynh-quang-mineral-blue.html,MobilePhone,Blue
Pico00455,Điện Thoại Di Động Vivo U10 (4+64GB) Đen Tia Chớp,Vivo,3690000,https://pico.vn/40778/dien-thoai-di-dong-vivo-1916u10-464gb-den-tia-chop-thunder-black.html,MobilePhone,Black
Pico00456,Điện Thoại Iphone 11 Pro Gold 256GB-VIE-MWC92VN/A + Kit Viettel,iPhone,31990000,https://pico.vn/40777/dien-thoai-di-dong-iphone-11-pro-gold-256gbviemwc92vna--kit-viettel.html,MobilePhone,Gold
Pico00457,Điện Thoại Di Động Nokia 105 TA- 1174 DS VN Blue 2 Sim,Nokia,369000,https://pico.vn/40752/dien-thoai-di-dong-nokia-105-ta1174-ds-vn-blue--2-sim.html,MobilePhone,Blue
Pico00458,Điện Thoại Di Động Nokia 105 TA-1174 DS VN Black 2 Sim,Nokia,369000,https://pico.vn/40751/dien-thoai-di-dong-nokia-105-ta1174-ds-vn-black--2-sim.html,MobilePhone,Black
Pico00459,Điện Thoại Realme 5i (4GB/64GB) Xanh Lá Cây,Realme,3290000,https://pico.vn/40747/dien-thoai-di-dong-realme-rmx2032--realme-5i-464xanh-la-cay.html,MobilePhone,Blue
Pico00460,Điện Thoại Realme 5i (4GB/64GB) Xanh Nước Biển,Realme,3290000,https://pico.vn/40746/dien-thoai-di-dong-realme-rmx2032--realme-5i-464xanh-nuoc-bien.html,MobilePhone,Blue
Pico00461,Điện Thoại Iphone 11 Pro Space Gray 256GB-VIE-MWC72VN/A + Kit Viettel,iPhone,31990000,https://pico.vn/40708/dien-thoai-di-dong-iphone-11-pro-space-gray-256gbviemwc72vna--kit-viettel.html,MobilePhone,Grey
Pico00462,Điện Thoại Vivo S1 Pro( 8+128GB) Trắng,Vivo,6590000,https://pico.vn/40660/dien-thoai-di-dong-vivo-1920s1-pro-8128gb-trang-thoi-thuong-fancy-sky.html,MobilePhone,White
Pico00463,Điện Thoại Vivo S1 Pro( 8+128GB) Đen,Vivo,6590000,https://pico.vn/40659/dien-thoai-di-dong-vivo-1920s1-pro-8128gb-den-phong-cach-knight-black.html,MobilePhone,Black
Pico00464,Điện Thoại Iphone 11 Green 64GB-VIE-MWLY2VN/A + Kit Viettel,iPhone,19690000,https://pico.vn/40658/dien-thoai-di-dong-iphone-11-green-64gbviemwly2vna--kit-viettel.html,MobilePhone,Green
Pico00465,Iphone 11 Pro Silver 64 Gb,iPhone,27990000,https://pico.vn/40653/dien-thoai-di-dong-iphone-11-pro-silver-64gbviemwc32vna--kit-viettel.html,MobilePhone,Silver
Pico00466,Samsung Galaxy A51 128GB Trắng,Samsung,7690000,https://pico.vn/40652/dien-thoai-di-dong-samsung-a515fdsn-128gbtrang--galaxy-a51.html,MobilePhone,White
Pico00467,Samsung Galaxy A51 128GB Đen,Samsung,7690000,https://pico.vn/40651/dien-thoai-di-dong-samsung-a515fdsn-128gb-den--galaxy-a51.html,MobilePhone,Black
Pico00468,Samsung Galaxy A51 128GB Xanh ,Samsung,7690000,https://pico.vn/40629/dien-thoai-di-dong-samsung-a515fdsn-128gb-xanh--galaxy-a51.html,MobilePhone,Blue
Pico00469,Điện Thoại Nokia 2.3 Xanh,Nokia,2390000,https://pico.vn/40623/dien-thoai-di-dong-nokia-23-ta1206-ds-232-vn-cyan-greenxanh719901093601.html,MobilePhone,Blue
Pico00470,Điện Thoại Nokia 2.3 Xám,Nokia,2390000,https://pico.vn/40622/dien-thoai-di-dong-nokia-23-ta1206-ds-232-vn-charcoalden-xam719901093591.html,MobilePhone,Grey
Pico00471,Iphone 11 Pro Max Space Gray 256Gb,iPhone,34990000,https://pico.vn/40575/dien-thoai-di-dong-iphone-11-pro-max-space-gray-256gbviemwhj2vna--kit-viettel.html,MobilePhone,Grey
Pico00472,Điện Thoại Iphone 11 Purple 64GB-VIE-MWLX2VN/A + Kit Viettel,iPhone,19690000,https://pico.vn/40569/dien-thoai-di-dong-iphone-11-purple-64gbviemwlx2vna--kit-viettel.html,MobilePhone,Purple
Pico00473,Điện Thoại Nokia 7.2 Màu Xanh,Nokia,4590000,https://pico.vn/40568/dien-thoai-di-dong-nokia-72-ta1196-ds-464-vn-greenmau-xanh.html,MobilePhone,Blue
Pico00474,Điện Thoại Iphone 11 White 64GB-VIE-MWLU2VN/A + Kit Viettel,iPhone,19690000,https://pico.vn/40558/dien-thoai-di-dong-iphone-11-white-64gbviemwlu2vna--kit-viettel.html,MobilePhone,White
Pico00475,Điện Thoại Xiaomi Redmi Note 6 Pro 3GB/32GB Black,Xiaomi,3190000,https://pico.vn/40535/dien-thoai-di-dong-xiaomi-redmi-note-6-pro-3gb32gb-black-eu.html,MobilePhone,Red
Pico00476,Iphone 11 Pro Max Midnight Green 64GB,iPhone,30490000,https://pico.vn/40534/dien-thoai-di-dong-iphone-11-pro-max-midnight-green-64gbviemwhh2vna--kit-viettel.html,MobilePhone,Green
Pico00477,Iphone 11 Pro Max Silver 64GB,iPhone,30490000,https://pico.vn/40533/dien-thoai-di-dong-iphone-11-pro-max-silver-64gbviemwhf2vna--kit-viettel.html,MobilePhone,Silver
Pico00478,Điện Thoại Iphone 11 Pro Midnight Green 64GB-VIE-MWC62VN/A + Kit Viettel,iPhone,27990000,https://pico.vn/40530/dien-thoai-di-dong-iphone-11-pro-midnight-green-64gbviemwc62vna--kit-viettel.html,MobilePhone,Green
Pico00479,Điện Thoại Iphone 11 Pro Gold 64GB-VIE-MWC52VN/A + Kit Viettel,iPhone,27990000,https://pico.vn/40529/dien-thoai-di-dong-iphone-11-pro-gold-64gbviemwc52vna--kit-viettel.html,MobilePhone,Gold
Pico00480,Điện Thoại Iphone 11 Pro Space Gray 64GB-VIE-MWC22VN/A + Kit Viettel,iPhone,27990000,https://pico.vn/40528/dien-thoai-di-dong-iphone-11-pro-space-gray-64gbviemwc22vna--kit-viettel.html,MobilePhone,Grey
Pico00481,Điện Thoại Vivo Y19 (6+128GB) Đen Phong Vân,Vivo,4690000,https://pico.vn/40493/dien-thoai-di-dong-vivo-1915y19-6128gb-den-phong-van-magnetic-black.html,MobilePhone,Black
Pico00482,Điện Thoại Vivo Y19 (6+128GB) Trắng Sương Mai ,Vivo,4690000,https://pico.vn/40492/dien-thoai-di-dong-vivo-1915y19-6128gb-trang-suong-mai-spring-white.html,MobilePhone,White
Pico00483,Điện Thoại Di Động Nokia 110 TA-1192 DS VN Black,Nokia,469000,https://pico.vn/40488/dien-thoai-di-dong-nokia-110-ta1192-ds-vn-black.html,MobilePhone,Black
Pico00484,Điện Thoại Realme C2 2/32GB Đen,Realme,2099000,https://pico.vn/40471/dien-thoai-di-dong-realme-rmx1941-232gb--realme-c2-den.html,MobilePhone,Black
Pico00485,Điện Thoại Realme C2 2/32GB Xanh,Realme,2099000,https://pico.vn/40470/dien-thoai-di-dong-realme-rmx1941-232gb--realme-c2-xanh.html,MobilePhone,Blue
Pico00486,Điện Thoại Oppo A5 2020 128G Đen,Oppo,4490000,https://pico.vn/40463/dien-thoai-di-dong-oppo-cph1933---a5-2020-128g-den.html,MobilePhone,Black
Pico00487,Điện Thoại Vivo Y93 (3+32GB) Đen Ánh Sao + Kit Viettel,Vivo,2790000,https://pico.vn/40458/dien-thoai-di-dong-vivo-1811y93-332gb-den-anh-sao-starry-black--kit-viettel.html,MobilePhone,Black
Pico00488,Điện Thoại Vivo Y93 (3+32GB) Xanh Đại Dương + Kit Viettel,Vivo,2790000,https://pico.vn/40457/dien-thoai-di-dong-vivo-1811y93-332gb-xanh-dai-duong-ocean-blue--kit-viettel.html,MobilePhone,Blue
Pico00489,Điện Thoại Oppo Reno 2F Xanh,Oppo,6990000,https://pico.vn/40454/dien-thoai-di-dong-oppo-cph1989--reno-2f-xanh.html,MobilePhone,Blue
Pico00490,Điện Thoại Oppo Reno 2F Trắng,Oppo,6990000,https://pico.vn/40453/dien-thoai-di-dong-oppo-cph1989--reno-2f-trang.html,MobilePhone,White
Pico00491,Điện Thoại Iphone 11 Pro Midnight Green 256GB-VIE-MWCC2VN/A + Kit Viettel,iPhone,31990000,https://pico.vn/40440/dien-thoai-di-dong-iphone-11-pro-midnight-green-256gbviemwcc2vna--kit-viettel.html,MobilePhone,Green
Pico00492,Điện Thoại Vivo Y11 (3+32GB) Xanh Ngọc Bích,Vivo,2990000,https://pico.vn/40439/dien-thoai-di-dong-vivo-1906-y11-332gb-xanh-ngoc-bich.html,MobilePhone,Blue
Pico00493,Điện Thoại Vivo Y11 (3+32GB) Đỏ San Hô,Vivo,2990000,https://pico.vn/40438/dien-thoai-di-dong-vivo-1906-y11-332gb-do-san-ho.html,MobilePhone,Red
Pico00494,Điện Thoại Iphone 11 White 128GB-VIE-MWM22VN/A + Kit Viettel,iPhone,21990000,https://pico.vn/40437/dien-thoai-di-dong-iphone-11-white-128gbviemwm22vna--kit-viettel.html,MobilePhone,White
Pico00495,Điện Thoại Iphone 11 Black 128GB-VIE-MWM02VN/A + Kit Viettel,iPhone,21990000,https://pico.vn/40436/dien-thoai-di-dong-iphone-11-black-128gbviemwm02vna--kit-viettel.html,MobilePhone,Black
